P_A,P_B,P_C,sigA,sigB,sigC,count,n_min,n_max,top_e (bis 5)
565,469,121,5·113,7·67,11·11,1,416821405,416821405,13×1
685,49,1969,5·137,7·7,11·179,1,859163305,859163305,13×1
685,49,2209,5·137,7·7,47·47,1,963886105,963886105,13×1
25,49,26461,5·5,7·7,47·563,1,421391425,421391425,13×1
25,49,26917,5·5,7·7,11·2447,1,428653225,428653225,13×1
25,49,26749,5·5,7·7,23·1163,1,425977825,425977825,13×1
697,49,913,17·41,7·7,11·83,1,405361957,405361957,13×1
697,49,1081,17·41,7·7,23·47,1,479952109,479952109,13×1
697,49,1177,17·41,7·7,11·107,1,522575053,522575053,13×1
697,49,1357,17·41,7·7,23·59,1,602493073,602493073,13×1
697,49,1441,17·41,7·7,11·131,1,639788149,639788149,13×1
697,49,1633,17·41,7·7,23·71,1,725034037,725034037,13×1
697,49,1837,17·41,7·7,11·167,1,815607793,815607793,13×1
697,49,1909,17·41,7·7,23·83,1,847575001,847575001,13×1
697,49,1969,17·41,7·7,11·179,1,874214341,874214341,13×1
697,49,2101,17·41,7·7,11·191,1,932820889,932820889,13×1
697,49,2209,17·41,7·7,47·47,1,980771701,980771701,13×1
25,49,26653,5·5,7·7,11·2423,1,424449025,424449025,13×1
25,49,26521,5·5,7·7,11·2411,1,422346925,422346925,13×1
697,133,517,17·41,7·19,11·47,1,623043421,623043421,13×1
697,133,529,17·41,7·19,23·23,1,637504777,637504777,13×1
697,133,649,17·41,7·19,11·59,1,782118337,782118337,13×1
697,133,781,17·41,7·19,11·71,1,941193253,941193253,13×1
25,49,26473,5·5,7·7,23·1151,1,421582525,421582525,13×1
25,49,26857,5·5,7·7,107·251,1,427697725,427697725,13×1
25,49,27049,5·5,7·7,11·2459,1,430755325,430755325,13×1
25,49,27889,5·5,7·7,167·167,1,444132325,444132325,13×1
25,49,27193,5·5,7·7,71·383,1,433048525,433048525,13×1
25,49,27841,5·5,7·7,11·2531,1,443367925,443367925,13×1
685,133,517,5·137,7·19,11·47,1,612316705,612316705,13×1
685,133,529,5·137,7·19,23·23,1,626529085,626529085,13×1
685,133,649,5·137,7·19,11·59,1,768652885,768652885,13×1
685,133,781,5·137,7·19,11·71,1,924989065,924989065,13×1
25,49,27589,5·5,7·7,47·587,1,439354825,439354825,13×1
685,217,253,5·137,7·31,11·23,1,488893405,488893405,13×1
685,217,517,5·137,7·31,11·47,1,999043045,999043045,13×1
25,49,27553,5·5,7·7,59·467,1,438781525,438781525,13×1
685,301,253,5·137,7·43,11·23,1,678142465,678142465,13×1
685,361,121,5·137,19·19,11·11,1,388979305,388979305,13×1
685,361,253,5·137,19·19,11·23,1,813320365,813320365,13×1
685,469,121,5·137,7·67,11·11,1,505349845,505349845,13×1
685,553,121,5·137,7·79,11·11,1,595860265,595860265,13×1
685,589,121,5·137,19·31,11·11,1,634650445,634650445,13×1
685,721,121,5·137,7·103,11·11,1,776881105,776881105,13×1
685,817,121,5·137,19·43,11·11,1,880321585,880321585,13×1
685,889,121,5·137,7·127,11·11,1,957901945,957901945,13×1
25,49,27301,5·5,7·7,23·1187,1,434768425,434768425,13×1
565,49,2497,5·113,7·7,11·227,1,898682785,898682785,13×1
565,49,2461,5·113,7·7,23·107,1,885726205,885726205,13×1
565,49,2209,5·113,7·7,47·47,1,795030145,795030145,13×1
25,49,31309,5·5,7·7,131·239,1,498595825,498595825,13×1
25,49,31009,5·5,7·7,11·2819,1,493818325,493818325,13×1
25,49,30973,5·5,7·7,47·659,1,493245025,493245025,13×1
25,49,30601,5·5,7·7,71·431,1,487320925,487320925,13×1
505,49,1177,5·101,7·7,11·107,1,378623245,378623245,13×1
505,49,1357,5·101,7·7,23·59,1,436526545,436526545,13×1
505,49,1441,5·101,7·7,11·131,1,463548085,463548085,13×1
505,49,1633,5·101,7·7,23·71,1,525311605,525311605,13×1
505,49,1837,5·101,7·7,11·167,1,590935345,590935345,13×1
505,49,1909,5·101,7·7,23·83,1,614096665,614096665,13×1
505,49,1969,5·101,7·7,11·179,1,633397765,633397765,13×1
505,49,2101,5·101,7·7,11·191,1,675860185,675860185,13×1
505,49,2209,5·101,7·7,47·47,1,710602165,710602165,13×1
505,49,2461,5·101,7·7,23·107,1,791666785,791666785,13×1
505,49,2497,5·101,7·7,11·227,1,803247445,803247445,13×1
505,49,2629,5·101,7·7,11·239,1,845709865,845709865,13×1
505,49,2761,5·101,7·7,11·251,1,888172285,888172285,13×1
505,49,2773,5·101,7·7,47·59,1,892032505,892032505,13×1
505,49,2893,5·101,7·7,11·263,1,930634705,930634705,13×1
505,49,3013,5·101,7·7,23·131,1,969236905,969236905,13×1
25,49,31273,5·5,7·7,11·2843,1,498022525,498022525,13×1
25,49,31441,5·5,7·7,23·1367,1,500697925,500697925,13×1
565,49,2101,5·113,7·7,11·191,1,756160405,756160405,13×1
25,49,31453,5·5,7·7,71·443,1,500889025,500889025,13×1
493,301,253,17·29,7·43,11·23,1,488064577,488064577,13×1
493,301,517,17·29,7·43,11·47,1,997349353,997349353,13×1
25,49,31789,5·5,7·7,83·383,1,506239825,506239825,13×1
493,361,253,17·29,19·19,11·23,1,585353197,585353197,13×1
493,469,121,17·29,7·67,11·11,1,363704341,363704341,13×1
493,469,253,17·29,7·67,11·23,1,760472713,760472713,13×1
493,553,121,17·29,7·79,11·11,1,428845417,428845417,13×1
493,553,253,17·29,7·79,11·23,1,896676781,896676781,13×1
493,589,121,17·29,19·31,11·11,1,456763021,456763021,13×1
493,589,253,17·29,19·31,11·23,1,955049953,955049953,13×1
493,721,121,17·29,7·103,11·11,1,559127569,559127569,13×1
493,817,121,17·29,19·43,11·11,1,633574513,633574513,13×1
493,889,121,17·29,7·127,11·11,1,689409721,689409721,13×1
493,961,121,17·29,31·31,11·11,1,745244929,745244929,13×1
493,973,121,17·29,7·139,11·11,1,754550797,754550797,13×1
493,1057,121,17·29,7·151,11·11,1,819691873,819691873,13×1
493,1141,121,17·29,7·163,11·11,1,884832949,884832949,13×1
493,1273,121,17·29,19·67,11·11,1,987197497,987197497,13×1
25,49,31669,5·5,7·7,11·2879,1,504328825,504328825,13×1
25,49,30409,5·5,7·7,47·647,1,484263325,484263325,13×1
25,49,30337,5·5,7·7,23·1319,1,483116725,483116725,13×1
505,133,517,5·101,7·19,11·47,1,451415965,451415965,13×1
505,133,529,5·101,7·19,23·23,1,461893705,461893705,13×1
505,961,121,5·101,31·31,11·11,1,763384765,763384765,13×1
505,973,121,5·101,7·139,11·11,1,772917145,772917145,13×1
505,1057,121,5·101,7·151,11·11,1,839643805,839643805,13×1
505,1141,121,5·101,7·163,11·11,1,906370465,906370465,13×1
25,49,29797,5·5,7·7,83·359,1,474517225,474517225,13×1
25,49,29749,5·5,7·7,71·419,1,473752825,473752825,13×1
25,49,29737,5·5,7·7,131·227,1,473561725,473561725,13×1
25,49,29689,5·5,7·7,11·2699,1,472797325,472797325,13×1
25,49,29677,5·5,7·7,59·503,1,472606225,472606225,13×1
25,49,29557,5·5,7·7,11·2687,1,470695225,470695225,13×1
25,49,29509,5·5,7·7,23·1283,1,469930825,469930825,13×1
565,49,1081,5·113,7·7,23·47,1,389057305,389057305,13×1
565,49,1177,5·113,7·7,11·107,1,423608185,423608185,13×1
565,49,1357,5·113,7·7,23·59,1,488391085,488391085,13×1
565,49,1441,5·113,7·7,11·131,1,518623105,518623105,13×1
565,49,1633,5·113,7·7,23·71,1,587724865,587724865,13×1
565,49,1837,5·113,7·7,11·167,1,661145485,661145485,13×1
565,49,1909,5·113,7·7,23·83,1,687058645,687058645,13×1
565,49,1969,5·113,7·7,11·179,1,708652945,708652945,13×1
505,889,121,5·101,7·127,11·11,1,706190485,706190485,13×1
505,817,121,5·101,19·43,11·11,1,648996205,648996205,13×1
505,721,121,5·101,7·103,11·11,1,572737165,572737165,13×1
505,217,649,5·101,7·31,11·59,1,924568645,924568645,13×1
505,133,649,5·101,7·19,11·59,1,566671105,566671105,13×1
505,133,781,5·101,7·19,11·71,1,681926245,681926245,13×1
505,133,913,5·101,7·19,11·83,1,797181385,797181385,13×1
505,133,1081,5·101,7·19,23·47,1,943869745,943869745,13×1
25,49,30061,5·5,7·7,23·1307,1,478721425,478721425,13×1
505,217,253,5·101,7·31,11·23,1,360425065,360425065,13×1
505,217,517,5·101,7·31,11·47,1,736520785,736520785,13×1
145,49,6049,5·29,7·7,23·263,1,558715885,558715885,13×1
25,49,29893,5·5,7·7,167·179,1,476046025,476046025,13×1
505,589,253,5·101,19·31,11·23,1,978296605,978296605,13×1
505,301,253,5·101,7·43,11·23,1,499944445,499944445,13×1
25,49,29821,5·5,7·7,11·2711,1,474899425,474899425,13×1
505,361,253,5·101,19·19,11·23,1,599601145,599601145,13×1
505,469,121,5·101,7·67,11·11,1,372557185,372557185,13×1
505,469,253,5·101,7·67,11·23,1,778983205,778983205,13×1
505,553,121,5·101,7·79,11·11,1,439283845,439283845,13×1
505,553,253,5·101,7·79,11·23,1,918502585,918502585,13×1
505,589,121,5·101,19·31,11·11,1,467880985,467880985,13×1
697,217,253,17·41,7·31,11·23,1,497457961,497457961,13×1
697,301,253,17·41,7·43,11·23,1,690022333,690022333,13×1
1345,49,517,5·269,7·7,11·47,1,442947505,442947505,13×1
901,301,253,17·53,7·43,11·23,1,891980089,891980089,13×1
901,469,121,17·53,7·67,11·11,1,664701037,664701037,13×1
901,553,121,17·53,7·79,11·11,1,783751969,783751969,13×1
901,589,121,17·53,19·31,11·11,1,834773797,834773797,13×1
25,49,22597,5·5,7·7,59·383,1,359857225,359857225,13×1
25,49,22513,5·5,7·7,47·479,1,358519525,358519525,13×1
25,49,22429,5·5,7·7,11·2039,1,357181825,357181825,13×1
25,49,22333,5·5,7·7,23·971,1,355653025,355653025,13×1
985,49,649,5·197,7·7,11·59,1,407211805,407211805,13×1
985,49,781,5·197,7·7,11·71,1,490034545,490034545,13×1
985,49,913,5·197,7·7,11·83,1,572857285,572857285,13×1
985,49,1081,5·197,7·7,23·47,1,678268045,678268045,13×1
985,49,1177,5·197,7·7,11·107,1,738502765,738502765,13×1
985,49,1357,5·197,7·7,23·59,1,851442865,851442865,13×1
985,49,1441,5·197,7·7,11·131,1,904148245,904148245,13×1
25,49,22297,5·5,7·7,11·2027,1,355079725,355079725,13×1
985,133,253,5·197,7·19,11·23,1,430875445,430875445,13×1
985,133,517,5·197,7·19,11·47,1,880484605,880484605,13×1
985,133,529,5·197,7·19,23·23,1,900921385,900921385,13×1
25,49,22081,5·5,7·7,71·311,1,351639925,351639925,13×1
901,361,121,17·53,19·19,11·11,1,511635553,511635553,13×1
901,301,121,17·53,7·43,11·11,1,426599173,426599173,13×1
985,301,121,5·197,7·43,11·11,1,466370905,466370905,13×1
901,217,253,17·53,7·31,11·23,1,643055413,643055413,13×1
865,589,121,5·173,19·31,11·11,1,801419905,801419905,13×1
865,721,121,5·173,7·103,11·11,1,981025045,981025045,13×1
25,49,23221,5·5,7·7,11·2111,1,369794425,369794425,13×1
25,49,23089,5·5,7·7,11·2099,1,367692325,367692325,13×1
25,49,23077,5·5,7·7,47·491,1,367501225,367501225,13×1
25,49,22957,5·5,7·7,11·2087,1,365590225,365590225,13×1
901,49,649,17·53,7·7,11·59,1,372485113,372485113,13×1
901,49,781,17·53,7·7,11·71,1,448244797,448244797,13×1
901,49,913,17·53,7·7,11·83,1,524004481,524004481,13×1
901,49,1081,17·53,7·7,23·47,1,620425897,620425897,13×1
901,49,1177,17·53,7·7,11·107,1,675523849,675523849,13×1
901,49,1357,17·53,7·7,23·59,1,778832509,778832509,13×1
901,49,1441,17·53,7·7,11·131,1,827043217,827043217,13×1
901,49,1633,17·53,7·7,23·71,1,937239121,937239121,13×1
25,49,22693,5·5,7·7,11·2063,1,361386025,361386025,13×1
901,133,253,17·53,7·19,11·23,1,394130737,394130737,13×1
901,133,517,17·53,7·19,11·47,1,805397593,805397593,13×1
901,133,529,17·53,7·19,23·23,1,824091541,824091541,13×1
25,49,22609,5·5,7·7,23·983,1,360048325,360048325,13×1
985,217,253,5·197,7·31,11·23,1,703007305,703007305,13×1
985,301,253,5·197,7·43,11·23,1,975139165,975139165,13×1
697,361,121,17·41,19·19,11·11,1,395793541,395793541,13×1
1189,49,1081,29·41,7·7,23·47,1,818741833,818741833,13×1
1189,133,253,29·41,7·19,11·23,1,520112593,520112593,13×1
1189,217,121,29·41,7·31,11·11,1,405854449,405854449,13×1
1189,217,253,29·41,7·31,11·23,1,848604757,848604757,13×1
1189,301,121,29·41,7·43,11·11,1,562959397,562959397,13×1
1189,361,121,29·41,19·19,11·11,1,675177217,675177217,13×1
1189,469,121,29·41,7·67,11·11,1,877169293,877169293,13×1
1285,49,517,5·257,7·7,11·47,1,423187765,423187765,13×1
1285,49,529,5·257,7·7,23·23,1,433010305,433010305,13×1
1285,49,649,5·257,7·7,11·59,1,531235705,531235705,13×1
1285,49,781,5·257,7·7,11·71,1,639283645,639283645,13×1
1285,49,913,5·257,7·7,11·83,1,747331585,747331585,13×1
1285,49,1081,5·257,7·7,23·47,1,884847145,884847145,13×1
1285,49,1177,5·257,7·7,11·107,1,963427465,963427465,13×1
1285,133,253,5·257,7·19,11·23,1,562106545,562106545,13×1
1285,217,121,5·257,7·31,11·11,1,438623185,438623185,13×1
1285,217,253,5·257,7·31,11·23,1,917121205,917121205,13×1
1285,301,121,5·257,7·43,11·11,1,608412805,608412805,13×1
1285,361,121,5·257,19·19,11·11,1,729691105,729691105,13×1
1285,469,121,5·257,7·67,11·11,1,947992045,947992045,13×1
1189,49,1177,29·41,7·7,11·107,1,891451561,891451561,13×1
1189,49,913,29·41,7·7,11·83,1,691499809,691499809,13×1
985,361,121,5·197,19·19,11·11,1,559335205,559335205,13×1
1189,49,781,29·41,7·7,11·71,1,591523933,591523933,13×1
985,469,121,5·197,7·67,11·11,1,726670945,726670945,13×1
985,553,121,5·197,7·79,11·11,1,856820965,856820965,13×1
985,589,121,5·197,19·31,11·11,1,912599545,912599545,13×1
1165,49,517,5·233,7·7,11·47,1,383668285,383668285,13×1
1165,49,529,5·233,7·7,23·23,1,392573545,392573545,13×1
1165,49,649,5·233,7·7,11·59,1,481626145,481626145,13×1
1165,49,781,5·233,7·7,11·71,1,579584005,579584005,13×1
1165,49,913,5·233,7·7,11·83,1,677541865,677541865,13×1
1165,49,1081,5·233,7·7,23·47,1,802215505,802215505,13×1
1165,49,1177,5·233,7·7,11·107,1,873457585,873457585,13×1
1165,133,253,5·233,7·19,11·23,1,509614105,509614105,13×1
1165,217,121,5·233,7·31,11·11,1,397662265,397662265,13×1
1165,217,253,5·233,7·31,11·23,1,831475645,831475645,13×1
1165,301,121,5·233,7·43,11·11,1,551596045,551596045,13×1
1165,361,121,5·233,19·19,11·11,1,661548745,661548745,13×1
1165,469,121,5·233,7·67,11·11,1,859463605,859463605,13×1
1189,49,517,29·41,7·7,11·47,1,391572181,391572181,13×1
1189,49,529,29·41,7·7,23·23,1,400660897,400660897,13×1
1189,49,649,29·41,7·7,11·59,1,491548057,491548057,13×1
865,553,121,5·173,7·79,11·11,1,752436685,752436685,13×1
865,469,121,5·173,7·67,11·11,1,638142505,638142505,13×1
865,361,121,5·173,19·19,11·11,1,491192845,491192845,13×1
745,49,1969,5·149,7·7,11·179,1,934418485,934418485,13×1
25,49,25573,5·5,7·7,107·239,1,407250025,407250025,13×1
25,49,25489,5·5,7·7,71·359,1,405912325,405912325,13×1
745,133,517,5·149,7·19,11·47,1,665950285,665950285,13×1
745,133,529,5·149,7·19,23·23,1,681407545,681407545,13×1
745,133,649,5·149,7·19,11·59,1,835980145,835980145,13×1
25,49,25429,5·5,7·7,59·431,1,404956825,404956825,13×1
745,217,253,5·149,7·31,11·23,1,531716185,531716185,13×1
745,301,121,5·149,7·43,11·11,1,352737385,352737385,13×1
745,301,253,5·149,7·43,11·23,1,737541805,737541805,13×1
745,361,121,5·149,19·19,11·11,1,423050485,423050485,13×1
745,361,253,5·149,19·19,11·23,1,884560105,884560105,13×1
745,469,121,5·149,7·67,11·11,1,549614065,549614065,13×1
745,553,121,5·149,7·79,11·11,1,648052405,648052405,13×1
745,589,121,5·149,19·31,11·11,1,690240265,690240265,13×1
745,721,121,5·149,7·103,11·11,1,844929085,844929085,13×1
745,817,121,5·149,19·43,11·11,1,957430045,957430045,13×1
25,49,25369,5·5,7·7,23·1103,1,404001325,404001325,13×1
25,49,25093,5·5,7·7,23·1091,1,399606025,399606025,13×1
25,49,25021,5·5,7·7,131·191,1,398459425,398459425,13×1
745,49,2101,5·149,7·7,11·191,1,997061065,997061065,13×1
745,49,1909,5·149,7·7,23·83,1,905944585,905944585,13×1
865,301,253,5·173,7·43,11·23,1,856340485,856340485,13×1
745,49,1837,5·149,7·7,11·167,1,871775905,871775905,13×1
697,361,253,17·41,19·19,11·23,1,827568313,827568313,13×1
697,469,121,17·41,7·67,11·11,1,514202689,514202689,13×1
697,553,121,17·41,7·79,11·11,1,606298693,606298693,13×1
697,589,121,17·41,19·31,11·11,1,645768409,645768409,13×1
697,721,121,17·41,7·103,11·11,1,790490701,790490701,13×1
697,817,121,17·41,19·43,11·11,1,895743277,895743277,13×1
697,889,121,17·41,7·127,11·11,1,974682709,974682709,13×1
25,49,26389,5·5,7·7,11·2399,1,420244825,420244825,13×1
25,49,26137,5·5,7·7,59·443,1,416231725,416231725,13×1
25,49,25861,5·5,7·7,11·2351,1,411836425,411836425,13×1
25,49,25813,5·5,7·7,83·311,1,411072025,411072025,13×1
25,49,25729,5·5,7·7,11·2339,1,409734325,409734325,13×1
745,49,781,5·149,7·7,11·71,1,370635265,370635265,13×1
745,49,913,5·149,7·7,11·83,1,433277845,433277845,13×1
745,49,1081,5·149,7·7,23·47,1,513004765,513004765,13×1
745,49,1177,5·149,7·7,11·107,1,558563005,558563005,13×1
745,49,1357,5·149,7·7,23·59,1,643984705,643984705,13×1
745,49,1441,5·149,7·7,11·131,1,683848165,683848165,13×1
745,49,1633,5·149,7·7,23·71,1,774964645,774964645,13×1
25,49,24937,5·5,7·7,11·2267,1,397121725,397121725,13×1
25,49,24721,5·5,7·7,59·419,1,393681925,393681925,13×1
841,49,781,29·29,7·7,11·71,1,418394977,418394977,13×1
841,49,913,29·29,7·7,11·83,1,489109621,489109621,13×1
25,49,24277,5·5,7·7,11·2207,1,386611225,386611225,13×1
25,49,23713,5·5,7·7,23·1031,1,377629525,377629525,13×1
25,49,23641,5·5,7·7,47·503,1,376482925,376482925,13×1
865,49,649,5·173,7·7,11·59,1,357602245,357602245,13×1
865,49,781,5·173,7·7,11·71,1,430334905,430334905,13×1
865,49,913,5·173,7·7,11·83,1,503067565,503067565,13×1
865,49,1081,5·173,7·7,23·47,1,595636405,595636405,13×1
865,49,1177,5·173,7·7,11·107,1,648532885,648532885,13×1
865,49,1357,5·173,7·7,23·59,1,747713785,747713785,13×1
865,49,1441,5·173,7·7,11·131,1,793998205,793998205,13×1
865,49,1633,5·173,7·7,23·71,1,899791165,899791165,13×1
25,49,23449,5·5,7·7,131·179,1,373425325,373425325,13×1
865,133,253,5·173,7·19,11·23,1,378383005,378383005,13×1
865,133,517,5·173,7·19,11·47,1,773217445,773217445,13×1
865,133,529,5·173,7·19,23·23,1,791164465,791164465,13×1
865,133,649,5·173,7·19,11·59,1,970634665,970634665,13×1
25,49,23437,5·5,7·7,23·1019,1,373234225,373234225,13×1
865,217,253,5·173,7·31,11·23,1,617361745,617361745,13×1
865,301,121,5·173,7·43,11·11,1,409554145,409554145,13×1
25,49,24289,5·5,7·7,107·227,1,386802325,386802325,13×1
841,721,121,29·29,7·103,11·11,1,953805853,953805853,13×1
841,589,121,29·29,19·31,11·11,1,779183977,779183977,13×1
841,133,517,29·29,7·19,11·47,1,751764013,751764013,13×1
841,49,1081,29·29,7·7,23·47,1,579110077,579110077,13×1
841,49,1177,29·29,7·7,11·107,1,630538909,630538909,13×1
841,49,1357,29·29,7·7,23·59,1,726967969,726967969,13×1
841,49,1441,29·29,7·7,11·131,1,771968197,771968197,13×1
841,49,1633,29·29,7·7,23·71,1,874825861,874825861,13×1
841,49,1837,29·29,7·7,11·167,1,984112129,984112129,13×1
25,49,24673,5·5,7·7,11·2243,1,392917525,392917525,13×1
841,133,253,29·29,7·19,11·23,1,367884517,367884517,13×1
841,133,529,29·29,7·19,23·23,1,769213081,769213081,13×1
841,553,121,29·29,7·79,11·11,1,731559829,731559829,13×1
841,133,649,29·29,7·19,11·59,1,943703761,943703761,13×1
25,49,24637,5·5,7·7,71·347,1,392344225,392344225,13×1
841,217,253,29·29,7·31,11·23,1,600232633,600232633,13×1
841,301,121,29·29,7·43,11·11,1,398190793,398190793,13×1
841,301,253,29·29,7·43,11·23,1,832580749,832580749,13×1
841,361,121,29·29,19·19,11·11,1,477564373,477564373,13×1
841,361,253,29·29,19·19,11·23,1,998543689,998543689,13×1
841,469,121,29·29,7·67,11·11,1,620436817,620436817,13×1
145,49,6157,5·29,7·7,47·131,1,568691305,568691305,13×1
25,49,54373,5·5,7·7,11·4943,1,865890025,865890025,13×1
145,49,5893,5·29,7·7,71·83,1,544306945,544306945,13×1
25,217,6049,5·5,7·31,23·263,1,426605725,426605725,13×1
25,217,6193,5·5,7·31,11·563,1,436761325,436761325,13×1
25,2413,517,5·5,19·127,11·47,1,405444325,405444325,13×1
25,2413,529,5·5,19·127,23·23,1,414855025,414855025,13×1
25,2413,649,5·5,19·127,11·59,1,508962025,508962025,13×1
25,2413,781,5·5,19·127,11·71,1,612479725,612479725,13×1
